spam,text
TRUE,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
FALSE,I'm home. Doc gave me pain meds says everything is fine.
FALSE,I'm wif him now buying tix lar...
TRUE,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
FALSE,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
FALSE,Please dont say like that. Hi hi hi
FALSE,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
TRUE,"URGENT! Your mobile No *********** WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
FALSE,Ugh I don't wanna get out of bed. It's so warm.
FALSE,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
FALSE,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
FALSE,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
FALSE,Oh for fuck's sake she's in like tallahassee
FALSE,Yeah right! I'll bring my tape measure fri!
FALSE,I WILL CAL YOU SIR. In meeting
FALSE,Hi Petey!noiåÕm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
FALSE,She.s find. I sent you an offline message to know how anjola's now.
FALSE,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm."
FALSE,Really good:)dhanush rocks once again:)
FALSE,K..k...from tomorrow onwards started ah?
FALSE,Nice.nice.how is it working?
FALSE,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
FALSE,what are your new years plans?
FALSE,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
FALSE,Sounds great! Im going to sleep now. Have a good night!
FALSE,"It wont b until 2.15 as trying 2 sort house out, is that ok?"
TRUE,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589"
FALSE,I know she called me
FALSE,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
FALSE,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
TRUE,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
FALSE,She's borderline but yeah whatever.
FALSE,Happy birthday... May u find ur prince charming soon n dun work too hard...
FALSE,Yo theres no class tmrw right?
FALSE,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
FALSE,How much she payed. Suganya.
FALSE,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
FALSE,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
FALSE,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
FALSE,Ok...
FALSE,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.
FALSE,Then why you came to hostel.
FALSE,"Yeah why not, is the gang all ready"
FALSE,Then anything special?
FALSE,Dunno lei shd b driving lor cos i go sch 1 hr oni.
TRUE,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
FALSE,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
FALSE,Huh? 6 also cannot? Then only how many mistakes?
FALSE,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out"
FALSE,Oh k.k..where did you take test?
FALSE,Hope you are having a good week. Just checking in
FALSE,Now project pa. After that only i can come.
TRUE,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week
FALSE,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
FALSE,Do you know when the result.
FALSE,Carlos says he'll be at mu in  &lt;#&gt;  minutes
FALSE,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
FALSE,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
FALSE,O ic lol. Should play 9 doors sometime yo
FALSE,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
FALSE,"Thank you. And by the way, I just lost."
FALSE,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
FALSE,Where at were hungry too
FALSE,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
FALSE,K:)k:)good:)study well.
FALSE,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
FALSE,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
FALSE,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
FALSE,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
FALSE,How come she can get it? Should b quite diff to guess rite...
FALSE,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again"
TRUE,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
FALSE,Ok which your another number
FALSE,Not yet chikku..wat abt u?
FALSE,Ok lor...
FALSE,Ok lor...
FALSE,Wanna do some art?! :D
FALSE,LMAO where's your fish memory when I need it?
FALSE,Ok... Take ur time n enjoy ur dinner...
FALSE,"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\"""""
FALSE,Ok...
FALSE,There is no sense in my foot and penis.
FALSE,Its too late:)but its k.wish you the same.
FALSE,Probably earlier than that if the station's where I think it is
FALSE,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
FALSE,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
FALSE,"I've got  &lt;#&gt; , any way I could pick up?"
FALSE,Nt joking seriously i told
FALSE,From tomorrow onwards eve 6 to 3 work.
FALSE,Yes... I trust u to buy new stuff ASAP so I can try it out
FALSE,Hey come online! Use msn... We are all there
FALSE,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
TRUE,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
FALSE,Are you not around or just still asleep? :V
FALSE,Who's there say hi to our drugdealer
FALSE,"Oops I did have it,  &lt;#&gt; ?"
FALSE,S.s:)i thinl role is like sachin.just standing. Others have to hit.
FALSE,I have many dependents
FALSE,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon
FALSE,Love that holiday Monday feeling even if I have to go to the dentists in an hour
FALSE,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
FALSE,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .
FALSE,Dude how do you like the buff wind.
FALSE,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.
FALSE,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
FALSE,I donno its in your genes or something
FALSE,Haha... Really oh no... How? Then will they deduct your lesson tmr?
FALSE,I'm in a movie... Collect car oredi...
FALSE,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
FALSE,Convey my regards to him
FALSE,Now am free call me pa.
FALSE,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
FALSE,Fine am simply sitting.
FALSE,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
FALSE,what number do u live at? Is it 11?
FALSE,Dad went out oredi...
FALSE,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
FALSE,Then cant get da laptop? My matric card wif Ì_ lei...
FALSE,And whenever you and i see we can still hook up too.
FALSE,"Oops, I'll let you know when my roommate's done"
FALSE,What about this one then.
FALSE,Yes. Rent is very expensive so its the way we save.
FALSE,Nope i'm not drivin... I neva develop da photos lei...
FALSE,Jordan got voted out last nite!
FALSE,Sweet heart how are you?
FALSE,Heehee that was so funny tho
FALSE,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
FALSE,"Sorry, I'll call later"
FALSE,"Thanks, I'll keep that in mind"
FALSE,Anything lor is she coming?
FALSE,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
FALSE,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging
FALSE,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
FALSE,Too late. I said i have the website. I didn't i have or dont have the slippers
FALSE,"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\"""""
FALSE,"Hey babe, my friend had to cancel, still up for a visit ?"
FALSE,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
FALSE,Well she's in for a big surprise!
FALSE,Well then you have a great weekend!
TRUE,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589"
FALSE,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
FALSE,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
FALSE,"It'll be tough, but I'll do what I have to"
FALSE,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
FALSE,Wot is u up 2 then bitch?
FALSE,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
FALSE,Was the farm open?
FALSE,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
TRUE,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE
FALSE,I can't make it tonight
FALSE,Feel like trying kadeem again? :V
FALSE,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
FALSE,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
FALSE,Cuz ibored. And don wanna study
FALSE,ALRITE
FALSE,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!"
TRUE,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
FALSE,Just send a text. We'll skype later.
FALSE,Oh... Okie lor...We go on sat...
FALSE,I'm at work. Please call
FALSE,"Maybe westshore or hyde park village, the place near my house?"
FALSE,Yar but they say got some error.
FALSE,You're right I have now that I think about it
FALSE,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
FALSE,Kothi print out marandratha.
FALSE,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
TRUE,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906
FALSE,"Aight, I'll hit you up when I get some cash"
FALSE,Ugh just got outta class
FALSE,It's ok i wun b angry. Msg u aft i come home tonight.
FALSE,I'm still looking for a car to buy. And have not gone 4the driving test yet.
FALSE,Still i have not checked it da. . .
FALSE,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin
FALSE,"\Gimme a few\"" was  &lt;#&gt;  minutes ago"""
FALSE,No he didn't. Spring is coming early yay!
FALSE,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation."
